Date,Open,High,Low,Close,Adj Close,Volume
2016-02-22,9481.370117,9581.450195,9477.690430,9573.589844,9573.589844,93879900
2016-02-23,9503.120117,9535.120117,9405.219727,9416.769531,9416.769531,89938900
2016-02-24,9396.480469,9415.330078,9125.190430,9167.799805,9167.799805,102284500
2016-02-25,9277.019531,9391.309570,9199.089844,9331.480469,9331.480469,98941300
2016-02-26,9454.519531,9576.879883,9436.330078,9513.299805,9513.299805,98620700
2016-02-29,9424.929688,9498.570313,9332.419922,9495.400391,9495.400391,93792500
2016-03-01,9482.660156,9719.019531,9471.089844,9717.160156,9717.160156,99543300
2016-03-02,9780.839844,9837.110352,9695.980469,9776.620117,9776.620117,106449600
2016-03-03,9807.059570,9808.519531,9709.679688,9751.919922,9751.919922,85246700
2016-03-04,9800.860352,9899.110352,9742.759766,9824.169922,9824.169922,93446800
2016-03-07,9764.080078,9803.730469,9690.000000,9778.929688,9778.929688,78146900
2016-03-08,9688.469727,9785.049805,9617.690430,9692.820313,9692.820313,95752700
2016-03-09,9700.160156,9838.950195,9679.190430,9723.089844,9723.089844,100899200
2016-03-10,9697.639648,9995.839844,9498.150391,9498.150391,9498.150391,177504400
2016-03-11,9672.049805,9833.900391,9642.790039,9831.129883,9831.129883,118955200
2016-03-14,9948.209961,10039.610352,9936.059570,9990.259766,9990.259766,91438200
2016-03-15,9941.459961,9973.580078,9890.120117,9933.849609,9933.849609,77982800
2016-03-16,9971.040039,10021.700195,9917.919922,9983.410156,9983.410156,93635200
2016-03-17,10051.690430,10055.290039,9753.040039,9892.200195,9892.200195,114653200
2016-03-18,9905.669922,9961.480469,9822.519531,9950.799805,9950.799805,209129900
2016-03-21,9893.259766,10095.459961,9863.830078,9948.639648,9948.639648,78954200
2016-03-22,9836.280273,9990.000000,9762.570313,9990.000000,9990.000000,81627700
2016-03-23,10046.940430,10112.169922,9964.629883,10022.929688,10022.929688,83248100
2016-03-24,9974.599609,9977.990234,9845.370117,9851.349609,9851.349609,73414500
2016-03-29,9900.879883,9947.030273,9808.480469,9887.940430,9887.940430,67558000
2016-03-30,9951.679688,10097.700195,9947.259766,10046.610352,10046.610352,89486700
2016-03-31,9997.440430,10021.339844,9947.019531,9965.509766,9965.509766,84529500
2016-04-01,9833.259766,9851.309570,9675.500000,9794.639648,9794.639648,97643700
2016-04-04,9789.769531,9907.049805,9732.820313,9822.080078,9822.080078,73483200
2016-04-05,9647.809570,9661.299805,9553.169922,9563.360352,9563.360352,93710900
2016-04-06,9582.459961,9635.910156,9505.900391,9624.509766,9624.509766,92588500
2016-04-07,9648.549805,9702.179688,9484.750000,9530.620117,9530.620117,83206400
2016-04-08,9576.400391,9675.030273,9572.570313,9622.259766,9622.259766,78334700
2016-04-11,9595.559570,9751.929688,9524.660156,9682.990234,9682.990234,78479700
2016-04-12,9716.750000,9770.469727,9617.830078,9761.469727,9761.469727,75912900
2016-04-13,9901.129883,10026.099609,9893.419922,10026.099609,10026.099609,106641000
2016-04-14,10042.280273,10098.440430,10016.169922,10093.650391,10093.650391,82082700
2016-04-15,10063.889648,10070.040039,10020.339844,10051.570313,10051.570313,81966400
2016-04-18,9933.700195,10147.849609,9920.900391,10120.309570,10120.309570,66507700
2016-04-19,10170.179688,10370.799805,10150.669922,10349.589844,10349.589844,99464200
2016-04-20,10312.639648,10440.129883,10304.139648,10421.290039,10421.290039,96317900
2016-04-21,10456.990234,10474.379883,10341.969727,10435.730469,10435.730469,101414400
2016-04-22,10377.219727,10422.860352,10324.830078,10373.490234,10373.490234,83529500
2016-04-25,10379.160156,10399.299805,10233.419922,10294.349609,10294.349609,75159700
2016-04-26,10359.769531,10385.230469,10213.549805,10259.589844,10259.589844,79903800
2016-04-27,10283.099609,10323.250000,10220.570313,10299.830078,10299.830078,99071900
2016-04-28,10222.110352,10331.929688,10125.519531,10321.150391,10321.150391,93064300
2016-04-29,10235.469727,10252.080078,10038.969727,10038.969727,10038.969727,112470200
2016-05-02,10091.169922,10153.900391,10066.339844,10123.269531,10123.269531,62290300
2016-05-03,10052.549805,10061.950195,9918.429688,9926.769531,9926.769531,125616200
2016-05-04,9925.250000,9959.419922,9812.730469,9828.250000,9828.250000,102911700
2016-05-05,9849.700195,9921.370117,9805.549805,9851.860352,9851.860352,71084400
2016-05-06,9805.389648,9917.629883,9737.000000,9869.950195,9869.950195,87146300
2016-05-09,9929.190430,10068.530273,9878.709961,9980.490234,9980.490234,80186000
2016-05-10,10057.530273,10106.929688,9994.580078,10045.440430,10045.440430,83009900
2016-05-11,10055.400391,10055.700195,9950.110352,9975.320313,9975.320313,97288300
2016-05-12,9899.900391,10078.190430,9838.120117,9862.120117,9862.120117,103137100
2016-05-13,9794.830078,9979.929688,9767.940430,9952.900391,9952.900391,85100100
2016-05-17,10016.790039,10080.309570,9846.910156,9890.190430,9890.190430,98583200
2016-05-18,9828.049805,9946.269531,9811.860352,9943.230469,9943.230469,76853600
2016-05-19,9847.639648,9899.860352,9773.719727,9795.889648,9795.889648,93387300
2016-05-20,9878.490234,9921.589844,9852.709961,9916.019531,9916.019531,78255500
2016-05-23,9891.379883,9971.740234,9811.740234,9842.290039,9842.290039,76899500
2016-05-24,9798.940430,10077.650391,9773.799805,10057.309570,10057.309570,85241400
2016-05-25,10143.370117,10233.059570,10130.679688,10205.209961,10205.209961,97691100
2016-05-26,10213.870117,10286.230469,10207.089844,10272.709961,10272.709961,74689600
2016-05-27,10257.910156,10298.759766,10241.980469,10286.309570,10286.309570,62475500
2016-05-30,10293.429688,10338.410156,10286.330078,10333.230469,10333.230469,35396900
2016-05-31,10356.139648,10365.240234,10243.219727,10262.740234,10262.740234,91591200
2016-06-01,10242.780273,10283.820313,10160.240234,10204.440430,10204.440430,79532000
2016-06-02,10199.200195,10241.750000,10156.860352,10208.000000,10208.000000,63118000
2016-06-03,10237.580078,10282.719727,10040.870117,10103.259766,10103.259766,83303400
2016-06-06,10105.089844,10148.959961,10092.860352,10121.080078,10121.080078,55122000
2016-06-07,10196.169922,10312.530273,10183.190430,10287.679688,10287.679688,78493400
2016-06-08,10246.490234,10266.370117,10177.440430,10217.030273,10217.030273,75767900
2016-06-09,10184.480469,10187.070313,10050.030273,10088.870117,10088.870117,108383500
2016-06-10,10024.690430,10026.490234,9819.120117,9834.620117,9834.620117,109159600
2016-06-13,9715.780273,9755.230469,9657.440430,9657.440430,9657.440430,102325200
2016-06-14,9595.169922,9620.839844,9507.509766,9519.200195,9519.200195,102835400
2016-06-15,9589.469727,9665.209961,9567.150391,9606.709961,9606.709961,95301400
2016-06-16,9480.429688,9582.379883,9432.870117,9550.469727,9550.469727,101528000
2016-06-17,9620.919922,9705.290039,9578.150391,9631.360352,9631.360352,145900500
2016-06-20,9850.589844,9996.559570,9850.589844,9962.019531,9962.019531,94347700
2016-06-21,9943.839844,10051.070313,9930.099609,10015.540039,10015.540039,83050100
2016-06-22,10084.740234,10149.809570,10043.679688,10071.059570,10071.059570,80461200
2016-06-23,10122.469727,10340.839844,10104.919922,10257.030273,10257.030273,110233000
2016-06-24,9237.620117,9720.120117,9226.150391,9557.160156,9557.160156,325189500
2016-06-27,9516.919922,9589.280273,9214.099609,9268.660156,9268.660156,209916500
